Position	C10_Mut_Control_3	C11_WT_Cipro_3	C12_Mut_Cipro_3	C17_WT_Control_4	C18_Mut_Control_4	C19_WT_Cipro_4	C01_WT_Control_1	C20_Mut_Cipro_4	C21_WT_Control_5	C22_Mut_Control_5	C23_WT_Cipro_5	C24_Mut_Cipro_5	C02_Mut_Control_1	C03_WT_Cipro_1	C04_Mut_Cipro_1	C05_WT_Control_2	C06_Mut_Control_2	C07_WT_Cipro_2	C08_Mut_Cipro_2	C09_WT_Control_3
166850	1830.55	2609.07	2178.48	1589.95	1728.66	1582.51	1884.71	889.08	1498.25	1672.72	1092.79	694.26	1632.26	1795.21	1456.11	2047.38	1885.15	2010.66	1616.97	1526.94
166950	1785.31	2678.25	2171.63	1525.55	1685.9	1530.06	1810.66	866.41	1454.1	1719.2	1109.62	676.77	1568.56	1759.61	1408.99	2006.32	1766.9	2014.15	1614.48	1481.07
167050	1791.68	2815.53	2187.62	1552.35	1649.67	1621.8	1807.22	924.44	1462.23	1788.81	1108.59	634.13	1611.5	1867.12	1424.31	2039.32	1848.33	2036.1	1631.18	1556.07
167150	1780.38	2718.56	2124.35	1468.12	1588.41	1596.77	1836.33	887.38	1451.64	1643.54	1075.99	598.66	1620.8	1807.8	1406.56	1984.96	1844.33	1996.64	1577.82	1480.99
167250	1880.33	2637.21	2104.55	1483	1555.37	1555.71	1732.56	893.63	1435.75	1659.18	1105.66	601.37	1597.46	1808.43	1348.32	1980.7	1723.24	1955.9	1583.84	1489.04
167350	1881.58	2545.59	2239.66	1531.82	1544.02	1598.5	1712.35	919.05	1394.53	1668.9	1099.86	641.5	1611.57	1692.43	1391.98	1950.49	1735.22	1930.88	1588.85	1503.27
167450	1919.41	2529.29	2237.48	1569.91	1596.41	1603.36	1793.28	927.44	1494.57	1748.12	1119.14	652.25	1664.59	1758.88	1492.25	2085.74	1793.16	2123.87	1650.51	1544.06
167550	1916.8	2769.78	2375.05	1659.47	1757.81	1731.77	1947.28	1035.08	1552.62	1888.91	1154.33	724.15	1750.97	1974.95	1554.31	2136.99	1910.81	2347.4	1839.17	1622.85
167650	1952.1	2717.03	2357.91	1674.73	1771.37	1748.15	1858.62	1021.87	1586.34	1856.89	1188.78	731.4	1765.71	1945.15	1603.18	2096.2	1931.68	2258.66	1871.67	1664.69
167750	1904.99	2611.37	2362.04	1578.98	1665.16	1739.81	1875.02	996.77	1564.56	1821.62	1212.01	746.12	1720.56	1941.37	1598.55	2052.94	1880.76	2251.25	1793.5	1577.58
167850	1931.01	2762.67	2392.44	1598.2	1731.04	1849.7	1820.79	1031.9	1595.57	1801.14	1190.11	728.59	1722.92	1905.53	1623.08	1916.88	1867.99	2235.11	1817.71	1569.72
167950	1843.8	2694.01	2381.62	1629.67	1663.05	1892.82	1729.07	1054.67	1526.86	1803.43	1205.63	771.25	1687.84	1923.65	1567.87	1876.81	1795.57	2222.59	1791.56	1576.67
168050	1695.38	2637.17	2443.87	1584.63	1620.12	1898.04	1680.96	1021.31	1424.95	1746.37	1177.25	760.56	1602.06	1857.11	1526.44	1822.57	1723.15	2252.21	1771.22	1491.62
168150	1689.37	2625.61	2470.59	1566.04	1555.54	1788.05	1658.83	970.35	1414.08	1786.69	1248.12	736.11	1506.79	1864.85	1530.93	1897.85	1712.89	2204.66	1740.59	1449.35
168250	1725.25	2695.43	2463.86	1561.62	1591.18	1713.44	1616.01	990.69	1437.61	1784.15	1289.3	824.34	1523.52	1876.1	1607.51	1961.77	1801.84	2209.63	1752.55	1450.33
168350	1772.97	2763.62	2520.18	1592.12	1580.99	1759.59	1704.89	1094.46	1488.76	1771.4	1295.4	891.47	1592.68	1937.17	1575.14	2009.93	1831.67	2214.27	1892.33	1492.81
168450	1760.82	2665.16	2399.75	1557.39	1551.66	1734.66	1694.77	1086.38	1536.25	1727.69	1313.99	831.5	1530.78	1955.37	1554.15	1975.13	1814.12	2186.8	1833.04	1432.04
168550	1832.18	2801.76	2365.87	1573.09	1670.33	1790.94	1762.01	1129.2	1594.05	1787.59	1338.05	810.97	1594.01	2007.56	1596.47	2019.14	1876.01	2229.16	1847.75	1519.26
168650	1746.59	2591.75	2250.05	1426.45	1576.59	1682.46	1681.61	1033.21	1398.68	1662.68	1213.6	743.53	1513.59	1857.41	1471.55	1917.04	1756.56	2056.86	1671.65	1453.07
168750	1835.98	2605.27	2151.13	1447.46	1589.72	1710.9	1718.22	1056.84	1484.14	1676.31	1159.33	695.82	1574.25	1822.03	1487.69	1933.04	1723.11	2088.15	1729.42	1555.79
168850	1777.09	2529.82	2210.11	1398.43	1533.64	1681.08	1661.02	1034.85	1460.09	1613.31	1169.58	715.98	1549.8	1769.46	1506.08	1907.78	1753.67	2148.32	1701.45	1539.01
168950	1883.54	2571.12	2357.92	1490.97	1607.94	1704.95	1753.81	1063.67	1506.02	1638.71	1151.36	735.91	1571.36	1838.21	1615.64	1987.61	1809.04	2160.11	1770.1	1526.58
169050	1797.95	2542.28	2319.95	1441.26	1612.04	1573.13	1736.15	998.99	1448.1	1649.18	1131.42	695.29	1518.45	1768.17	1507.52	1930.7	1784.71	2144.25	1793.35	1540.5
169150	1842.76	2684.98	2371.97	1553.58	1647.14	1643.69	1716.88	1026.6	1568.44	1786.03	1187.71	679.27	1538.66	1818.88	1588.17	1987.81	1844.28	2222.92	1824.23	1575.92
169250	1701.8	2526.43	2278.57	1457.17	1531.58	1558.43	1643.01	1013.91	1482.46	1663.34	1131.31	694.21	1379.17	1714.37	1558.17	1853.66	1749.55	2024.48	1754.67	1402.12
169350	1821.74	2632.32	2302.83	1567.17	1603.18	1688.36	1799.67	1106.86	1509.02	1742.42	1236.47	701.99	1514.73	1840.53	1572.65	1982.19	1823.05	2121.85	1808.3	1528.39
169450	1801.78	2595.07	2322.29	1534.2	1524.93	1633.82	1737.79	1009.73	1407.36	1642.36	1188.49	697.51	1522.37	1801.66	1506.63	1900.83	1645.92	2073.16	1724.89	1459.97
169550	1792.21	2541.55	2337.42	1532.42	1551.12	1722.34	1743.61	1072.29	1411.19	1645.82	1205.68	742.55	1596.11	1818.63	1523.11	1992.31	1718.86	2085.87	1723.96	1505.28
169650	1837.48	2743.68	2425.41	1598.07	1533.23	1811.97	1726.71	1097.04	1395.18	1703.32	1274.69	763.04	1616.11	1892.85	1549.58	2083.73	1786.68	2158.38	1814.77	1551.93
169750	1919.37	2896.14	2566.81	1735.04	1661.35	1932.04	1829.39	1113.19	1527.41	1767.27	1372.94	832.49	1703.41	2060.12	1591.15	2200.42	1850.11	2243.03	1940.29	1578.63
169850	1948.62	2920.31	2620.53	1652.73	1727.14	1954.93	1899.74	1168.43	1594.59	1911.54	1443.77	882.62	1750.8	2055.86	1662.29	2238.34	1942.16	2340.25	2017.74	1625.06
169950	2031.5	3132.55	2652.44	1736.13	1808.73	2056.98	1995.58	1229.79	1621.97	1913.94	1453.27	908.57	1826.33	2154.63	1755.18	2227.32	1980.38	2482.57	2150.97	1727.05
170050	2077.38	3274.89	2694.66	1841.18	1808.77	2164.31	2032.88	1270.07	1664.11	2000.15	1482.45	938.47	1830.23	2200.93	1892.47	2256.5	2097.09	2583.66	2221.7	1716.55
170150	2131.23	3307.23	2876.05	1872.92	1952.65	2190.67	2077.87	1304.92	1666.44	2060.02	1529.9	962.01	1890.45	2256.89	1912.41	2300.74	2124.16	2693.75	2175.33	1690.15
170250	1891.5	3017.44	2726.17	1712.93	1812.73	1962.9	1887.16	1149.07	1557.24	1863.56	1375.21	862.74	1638.79	2127.12	1730.96	2084.47	1986.52	2530.96	1996.36	1530.14
170350	1833.48	2952.66	2552.99	1635.94	1775.27	1955.07	1772.23	1066.07	1549.23	1841.71	1377.68	823.15	1648.94	2060.64	1722.34	2069.99	1880.44	2370.58	2049.39	1524.45
170450	1779.01	2787.5	2498.85	1523.95	1589.53	1855.84	1651.67	1037.38	1388.49	1743	1243.86	804.96	1711.63	2001.9	1656.6	1961.9	1714.14	2183.72	1959.01	1479.08
170550	1855.36	2883.18	2535.09	1557.3	1568.79	1893.09	1730.57	1114.53	1480.37	1716.95	1349.43	815.8	1682.12	2032.47	1665.64	1978.03	1851.91	2313.22	1904.79	1527.08
170650	1825.53	2814.15	2466.05	1616.11	1535.94	1853.23	1693.71	1103.28	1420.4	1722.99	1309.45	849.57	1686.2	2005.09	1669.44	1912.34	1786.39	2313.54	1910.85	1468.49
170750	1849.62	2821.06	2586.75	1625.8	1623.34	1867.71	1777.35	1193.55	1450.55	1761.24	1341.99	857.67	1697.18	1959.52	1730.02	1952.26	1757.94	2302.55	1926.44	1460.47
170850	1858.99	2886.17	2608.32	1564.02	1594.58	1820.74	1791.17	1216.55	1440.2	1759.52	1330.43	916.67	1574.47	2000.87	1728.73	1932.54	1715.15	2329.15	1936.32	1489.12
170950	1854.32	2801.09	2583.6	1573.23	1523.53	1814.31	1754.25	1184.16	1447.43	1757.73	1302.82	909.75	1542.72	1995.62	1728.56	1860.24	1671.2	2336.73	2024.6	1487.53
171050	1814.3	2779.86	2605.53	1489.75	1515.19	1848.25	1673.9	1181.68	1385.74	1677.93	1382.52	956.17	1577.55	2011.3	1762.46	1800.15	1684.19	2306.03	2008.32	1420.29
171150	1785.77	2922.58	2547.2	1468.01	1562.65	1951.87	1620.54	1169.8	1396.78	1728.48	1363.76	1010.02	1568.68	2045	1780.97	1853.2	1667.84	2334.05	1985.52	1462.67
171250	1899.53	3025.79	2630.32	1562.93	1687.86	2072.02	1681.4	1277.77	1548.23	1786.75	1461.86	997.69	1564.36	2199.13	1881.57	1976.78	1766.84	2481.92	2182.4	1496.7
171350	1857.25	2771.12	2658.12	1526.13	1647.93	2004.35	1662.87	1299.13	1524.64	1673.87	1429.3	978.89	1494.83	2143.42	1899.75	1921.8	1747.6	2404.03	2087.28	1408.98
171450	1950.31	3017.48	2951.81	1611.35	1723.52	2172.52	1841.68	1506.44	1628.9	1778.88	1548.16	1070.91	1742.21	2260.32	2144.83	2013.87	1854.72	2668.44	2233.88	1555.48
171550	1856.42	2955.99	2797.14	1464.24	1591.18	2162.75	1758.6	1398.73	1516.38	1706.03	1560.89	1127.61	1626.89	2122.13	2106.15	1902.28	1789.77	2634.01	2287.46	1485.09
171650	1753.37	2830.09	2719.45	1479.54	1532.86	2196.08	1773.68	1340.35	1418.5	1621.2	1519.2	1156.01	1532.66	2187.46	1995.09	1835.91	1737.21	2536.79	2297.31	1446.39
171750	1701.92	2820.81	2669.47	1421.48	1478.27	2142.55	1732.27	1320.6	1366.19	1603.38	1580.08	1153.46	1583.22	2143.06	2033.09	1783.8	1634.81	2522.33	2198.02	1383.48
171850	1759.38	2905.86	2638.89	1483.63	1593.2	2209.78	1744.1	1410.09	1438.87	1708.69	1650.38	1142.21	1529.88	2151.29	2111.74	1831.79	1714.39	2505.97	2191.43	1443.72
171950	1724.71	2819.29	2725.23	1545.69	1527.69	2241.37	1671.29	1442.4	1395.52	1731.48	1595.51	1176.63	1540.84	2116.4	2094.48	1839.1	1791.81	2572.86	2258.29	1486.63
172050	1771.99	2898.23	2757.98	1533.24	1557.28	2223.48	1702.89	1466.54	1451.71	1733.87	1573.28	1191.26	1501.21	2132.01	2039.59	1888.6	1867.12	2654.03	2285.47	1488.09
172150	1752.06	2916.43	2652.47	1480.02	1524.48	2136.26	1676.32	1454.86	1384.23	1666.15	1584.74	1116.76	1469.69	2161.31	1902.48	1862.13	1759.32	2550.67	2134.76	1403.87
172250	1625.02	2792.22	2458.1	1470.09	1427.54	2086.6	1668.76	1392.41	1411.88	1625.38	1579.83	1103.61	1501.86	2033.84	1806.77	1801.88	1647.12	2402.01	2078.67	1366.27
172350	1577.13	2716.57	2469.38	1477.09	1434.51	2009.83	1647.39	1334.53	1345.72	1633.53	1521.94	1096.48	1450.92	1987.12	1886.55	1816.8	1621.84	2440.44	2135.22	1352.98
172450	1659	2749.38	2569.42	1431.47	1390.91	2034.52	1711.66	1399.3	1388.26	1685.17	1511.85	1098.9	1469.55	2062.96	1935.05	1872.59	1632.97	2541.69	2099.43	1415.07
172550	1717.85	2826.4	2705.88	1467.07	1475.69	2069.44	1780.15	1458.96	1456.37	1731.89	1599.57	1079.62	1537.11	2161.31	1994.63	2011.76	1716.6	2723.09	2222.98	1478.26
172650	1706.47	2758.7	2661.23	1463.77	1467.02	2095.62	1770.28	1427.29	1421.51	1730.28	1596.95	1091.3	1530.58	2135.3	2044.07	1995.36	1710.74	2653.93	2203.56	1459.18
172750	1653.54	2724.68	2452.12	1458.14	1388.26	2016.94	1651.4	1355.21	1342.24	1635.83	1539.65	1033.73	1523.4	2014.05	1935.27	1954.07	1606.11	2421.48	2071.4	1429.73
172850	1682.4	2778.86	2486.08	1431.39	1446.69	1910.69	1605.56	1272.49	1345.85	1584.04	1516.78	1033.56	1589.89	1962.15	1838.95	1946.28	1672.54	2326.09	2045.53	1453.51
172950	1742.75	2766.47	2559.59	1394.52	1449.18	1914.16	1523.82	1234.41	1333.39	1566.36	1462.1	925.93	1483.43	1942.03	1770.6	1913.44	1685.74	2309.66	2010.88	1380.33
173050	1724.46	2810.04	2623.46	1388.23	1461.35	2013.14	1603.83	1290.57	1364.25	1634.95	1437.2	951.07	1424.67	1977.39	1797.56	1909.36	1741.28	2380.75	2009.23	1413.58
173150	1675.1	2780.21	2589.04	1418.02	1453.66	2074.88	1627.87	1216.16	1397.58	1635.73	1379.31	981.16	1458.8	2024.42	1817.01	1895.18	1764.34	2327.09	2021.25	1393.55
173250	1661.88	2825.98	2498.91	1392.05	1441.33	2026.24	1648.92	1207.91	1364.67	1640.67	1335.86	936.59	1393.19	2028.88	1804.68	1848.08	1716.18	2293.06	2048.76	1305.31
173350	1742.02	2878.41	2436.45	1478.56	1522.7	2028.5	1601.77	1155.98	1396.82	1601.47	1377.17	928.18	1427.12	2009.18	1706.85	1858.66	1665.58	2309.6	1973.71	1336.9
173450	1656.41	2732.01	2453.96	1435.62	1551.56	1889.4	1579.13	1099.7	1356.77	1534.9	1347.23	906.38	1386.97	1965.4	1711.77	1800.03	1658.11	2219.14	1873.96	1364.25
173550	1636.91	2759.85	2409.06	1460.15	1518.68	1911.48	1621.27	1128.18	1348.59	1525.3	1355.9	885.4	1450.56	1996.64	1710.12	1877.59	1701.26	2140.69	1912.27	1371.64
173650	1672.35	2818.53	2342.51	1475.85	1550.66	1877.16	1702.72	1129.73	1400.15	1503.24	1369.2	943.6	1432.59	2009.08	1714.28	1826.16	1716.26	2248.8	1952.81	1456.68
173750	1665.2	2825.81	2361.21	1435.03	1525.54	1807.45	1754.49	1178.16	1388.42	1575.22	1348.78	961.68	1418.28	1935.62	1663.85	1809.81	1679.9	2227.36	1944.71	1473.82
173850	1672.21	2827.45	2420.14	1448.56	1537.32	1878.54	1622.46	1128.9	1355.8	1543.41	1361.23	942.03	1497.37	1934.38	1653.96	1895.11	1724.67	2261.76	1964.6	1427.99
173950	1735.24	2845.83	2444.12	1497.96	1533.57	1867.56	1663.44	1078.96	1362.39	1608.86	1360.58	875.88	1526.64	2012.4	1621.54	1897.58	1767.49	2256.94	1943.96	1466.43
174050	1794.04	2790.2	2512.91	1511.22	1567.36	1971.82	1672.12	1068.03	1387.18	1704.97	1286.52	835.12	1575.62	1999.92	1578.82	1944.29	1732.26	2317.64	1995.82	1505.12
174150	1797.62	2913.86	2574.2	1589.88	1638.38	1989.17	1681.11	1077.27	1440.57	1741.19	1340.98	819.85	1575.27	1979.54	1633.57	2003.63	1762.15	2368.96	2057.67	1559.09
174250	1746.13	2990.09	2635.48	1507.78	1638.27	2011.07	1709.28	1111.76	1494.84	1733.93	1411.84	861.65	1560.06	1970.29	1668.42	1993.71	1759.68	2380.45	2072.61	1575.83
174350	1834.31	2923.98	2610.66	1523.33	1705.89	1964.16	1721.94	1119.28	1476.36	1839.9	1374.82	939.62	1596.77	2078.33	1727.77	1991.21	1778.72	2529.86	2105.66	1566.93
174450	1906.26	3136.39	2589.42	1632.61	1757.29	2043.52	1759.5	1199.22	1519.8	1825.08	1461.18	924.17	1641.3	2260.28	1852.36	2004.59	1751.71	2581.29	2133.14	1678.6
174550	1887.26	3037.74	2569.76	1620.06	1677.11	2116.8	1718.72	1276.07	1490.65	1734.61	1477.47	934.99	1656.88	2184.65	1834.47	1988.66	1828.53	2460.12	2093.17	1576.07
174650	1969.64	3037.24	2696.08	1631.85	1763.54	2123.95	1797.28	1221.18	1595.72	1764.14	1425.63	931.79	1770.08	2150.36	1880.79	2145.62	1907.22	2553.13	2082.73	1593
174750	1825.56	2910.54	2621.93	1592.79	1669.16	2045.44	1825.02	1139.01	1570.2	1704.73	1383.78	825.5	1702.67	2130.55	1731.34	2018.93	1798.64	2493.36	1988.06	1528.02
174850	1794.95	2998.66	2425.27	1580.17	1651.2	2095.85	1831.65	1104.71	1511.06	1722.95	1359.78	781.35	1613.68	2101.89	1719.76	1981.11	1823.13	2393.78	1956.68	1474.16
174950	1730.49	2862.55	2375.24	1514.28	1562.84	1913.85	1728.12	1076.94	1565.45	1612.85	1363.19	776.47	1569.48	1983.39	1629.21	1960.6	1737.84	2254.61	1841.74	1352.72
175050	1635.9	2756.96	2377.67	1506.69	1554.79	1863.93	1620.08	1092.74	1462.31	1611.81	1314.6	767.47	1519.39	1958.7	1554.95	1822.77	1730.82	2170.38	1823.87	1343.35
175150	1651.18	2813.74	2313.44	1529.23	1573.05	1913.5	1671.61	1095.46	1445.69	1647.4	1304.15	730.9	1462.5	1887.26	1549.36	1805.86	1760.34	2204.14	1794.79	1373.77
175250	1707.58	2689.97	2381.06	1455.66	1486.46	1831.25	1670.76	1063.25	1432.03	1580.77	1289.58	712.42	1422.85	1890.51	1548.54	1845.66	1699	2151.39	1684.58	1399.59
175350	1795.94	2620.88	2382.53	1523.9	1486.72	1820.01	1672.94	1054.2	1445.56	1641.9	1275.59	735.76	1493.69	1922.74	1537.91	1914.34	1736.31	2093.72	1766.96	1374.55
175450	1775.22	2582.94	2350.07	1521.75	1469.98	1828.58	1646.98	1029.71	1360.74	1623.67	1244.29	744.95	1494.52	1913.81	1506.46	1872.79	1698.54	2100.85	1831.44	1286.19
175550	1748.76	2763.35	2438.82	1515.33	1628.83	1978.39	1702.86	1028.21	1332.15	1646.13	1276.95	773.95	1579.56	2011.43	1553.01	1969.35	1719.38	2212.83	1931.15	1368.88
175650	1664.6	2783.69	2501.05	1542.34	1632.95	1879.52	1713.41	1016.39	1378.06	1665.24	1223.58	721.57	1596.71	2053.01	1556.42	2014.67	1764.8	2314.74	1904.89	1408.93
175750	1763.73	2916.56	2482.28	1471.94	1679.57	1900.53	1678.03	992.56	1429.31	1691.79	1200.32	738.68	1624.61	2038.74	1558.79	2067.98	1801.99	2355.91	1867.59	1421.65
175850	1718.05	2894.77	2556.22	1467.39	1652	1925.62	1670.64	967.72	1384.39	1641.61	1246.74	707.95	1579.23	1980.9	1582.47	2022.1	1777.28	2347.03	1826.17	1395.57
175950	1751.87	2937.65	2633.02	1514.5	1657.74	1999.86	1758.62	1017.63	1471.25	1719.53	1348.52	690.1	1660.6	2009.77	1619.4	2000.33	1837.19	2381.47	1876.06	1511.61
176050	1737.27	2866.38	2480.78	1396.45	1544.76	1930.1	1698.39	981.54	1451.82	1667.06	1288.58	670.98	1553.47	1969.81	1528.87	1906.32	1807.18	2312.88	1829.31	1465.77
176150	1725.51	2870.22	2456.01	1448.36	1576.22	2016.72	1739.27	983.83	1539.89	1687.34	1219.23	657.76	1559.46	1994.96	1564.28	1939.01	1744.86	2276.84	1861.65	1483.83
176250	1751.55	2839.88	2492.24	1451.8	1554.04	2007.53	1654.93	1021.23	1492.94	1678.82	1193.53	647.5	1604.64	1955.38	1536.44	1849.66	1839.48	2305.43	1834.49	1461.7
176350	1806.97	2774.57	2553.74	1544.72	1554.82	1948.47	1658.57	1034.15	1434.96	1671.06	1178.12	639.05	1583.69	1945.7	1561.95	1942.11	1842.77	2283.61	1835.15	1451.06
176450	1751.21	2751.22	2444.87	1519.08	1534.54	1810.98	1624.84	988.39	1399.73	1596.93	1100.61	648.09	1548.01	1869.45	1503.35	1919	1824.44	2307.37	1813.45	1383.99
176550	1720.4	2753.95	2297.55	1500.6	1566.99	1816.99	1654.42	954.04	1425.57	1649.16	1141.98	590.23	1558.13	1884.24	1516.38	1808.6	1739.98	2155.68	1828.79	1344.91
176650	1632.51	2591.63	2197.75	1426.68	1481.94	1682.93	1621.18	883.29	1363.12	1606.05	1119.1	571.17	1472.31	1817.29	1473.05	1743.59	1659.69	1986.51	1705.78	1263.36
176750	1626.26	2495.25	2183.2	1321.1	1446.47	1641.41	1518.09	930.62	1295.72	1544.18	1139.28	556.73	1409.8	1773.18	1454.79	1753.81	1622.09	1921.19	1662.74	1234.54
176850	1724.72	2640.27	2370.43	1361.8	1550.04	1809.99	1599.55	1012.6	1362.48	1595.69	1281.82	628.45	1464.13	1874.68	1528.99	1796.06	1629.26	2080.22	1837.8	1348.29
176950	1723.64	2700.45	2471.06	1412.03	1560.91	1849.24	1649.83	1043.87	1337.59	1584.54	1302.57	666.24	1507.12	1874.84	1584.47	1861.96	1648.61	2138.26	1890.12	1420.92
177050	1625.04	2674.8	2293.42	1392.78	1519.44	1779.85	1569.1	1012.31	1292.13	1559.51	1247.14	670.19	1456.52	1902.75	1566.34	1888.1	1641.72	2116.28	1831.82	1369.12
177150	1652.21	2662.21	2177.62	1373.25	1489.11	1762.33	1478.43	982.93	1313.65	1517.57	1190.11	693.43	1390.43	1851.46	1610.35	1775.62	1553.3	2028.14	1775.47	1323.68
177250	1580.11	2607.87	2169.34	1390.72	1429.23	1773.28	1447.56	943.88	1307.02	1533.12	1138.92	720.37	1424.95	1853.11	1538.92	1763.11	1508.5	1969.02	1761.15	1324.1
177350	1544.65	2682.95	2290.22	1398.24	1443.83	1823.2	1465.27	969.86	1261.35	1535.88	1195.46	705.52	1382.66	1829.27	1537.45	1804.81	1541.27	2058.87	1755.6	1341.13
177450	1566.26	2727.99	2507.99	1439.87	1520.22	1824.67	1522.86	1025.68	1253.52	1572.45	1354.76	727.74	1436.55	1898.87	1578.63	1811.67	1608.87	2201.42	1871.54	1366.68
177550	1484.07	2617.51	2477.84	1403.96	1416.16	1889.03	1521.86	1079.79	1272.53	1504.5	1335.27	728.59	1397.63	1930.91	1480.08	1798.12	1638.75	2238.49	1882.35	1306.62
177650	1537.21	2763.31	2415.61	1442.36	1424.68	1930.14	1550.24	1151.28	1313.21	1511.14	1372.8	764.83	1441.57	2029.83	1555.76	1742.2	1646.55	2258.32	1971.56	1348.16
177750	1641.87	2899.74	2483.93	1473.72	1523.52	2158.24	1622.65	1225.73	1366.23	1589.09	1502.06	825.01	1536.78	2129.37	1690.06	1770.2	1673.31	2327.57	2044.31	1452.98
177850	1658.79	2839.91	2454.46	1399.76	1540.03	2098.75	1612.76	1233.63	1395.1	1622.63	1529.85	839.04	1529.71	2138.89	1754.55	1766.64	1617.63	2319.05	1948.93	1469.65
177950	1574.76	2661.21	2468.98	1371.53	1505.57	2003.15	1580.14	1251.7	1299.8	1568.03	1488.09	891.95	1497.29	2011.52	1798.34	1711.18	1601.13	2348.23	1978.56	1347.34
178050	1621.68	2735.47	2578.89	1469.02	1533.6	2180.61	1621.92	1326.13	1360.95	1613.49	1588.3	970.77	1547.69	2093.32	1900.72	1761.51	1672.91	2459.86	2077.14	1430.53
178150	1576.01	2638.12	2480.96	1406.6	1438.22	2015.04	1564.6	1346.06	1356.25	1532.64	1598	1037.92	1470.36	2070.19	1815.65	1715.25	1599.66	2358.86	2082.23	1391.94
178250	1554.98	2697.75	2470.53	1367.14	1422.04	2008.7	1504.14	1364.31	1296.7	1529.19	1610.34	1034.18	1379.24	2136.02	1786.95	1702.5	1556.24	2401.85	2015.91	1338.18
178350	1628.23	2857.16	2603.35	1418.47	1496.28	2190.14	1536.18	1426.21	1357.48	1561.81	1763.33	1071.87	1478.17	2258.21	1894.77	1809.65	1631.24	2400.36	2054.94	1416.99
178450	1652.31	2905.78	2697.62	1390.96	1480.29	2230.9	1605.31	1485.63	1405.96	1596.54	1777.5	1123.44	1523.93	2226.06	2006.34	1827.21	1652.89	2494.77	2215.54	1417.87
178550	1708.8	2934.63	2849.78	1455.79	1531.47	2213.37	1610.23	1549.43	1412.3	1619.24	1798.67	1122.04	1525.37	2203.95	2041.52	1907.04	1672	2594.83	2232.64	1408.86
178650	1668.65	2878.15	2656.65	1402.69	1454.77	2158.82	1634.86	1505.31	1364.89	1541.16	1808.7	1047.4	1398.36	2160.38	1984.95	1817.71	1617.12	2571.46	2149.38	1363.53
178750	1738.8	3134.36	2647.66	1449.48	1488.45	2324.8	1635.88	1559.95	1411.25	1613.35	1876.13	1016.74	1583.74	2343.74	2033.61	1875.28	1654.25	2744.35	2245.32	1466.32
178850	1603.47	2910.84	2592.11	1352.57	1434.93	2196.18	1534.9	1448	1385.53	1574.35	1731.93	1035.68	1484.05	2120.15	1932.95	1866.5	1571.49	2540.87	2142.88	1429.64
178950	1565.44	2851.93	2528.58	1298.2	1456.12	2161.6	1508.12	1428.45	1327.95	1560.36	1701.63	1020.78	1406.16	1980.58	1940.23	1799.58	1552.78	2534.83	2099.49	1293.44
179050	1625.06	2926.92	2607.72	1268.3	1471.05	2225.08	1555.37	1488.82	1320.11	1587.54	1810.41	1028.54	1373.75	2036.86	2082.77	1881.23	1564.12	2776.5	2131.29	1319.46
179150	1616.99	2881.89	2566.81	1284.88	1484.37	2299.48	1574.79	1485.91	1334.68	1569.12	1857.18	971.19	1351.91	2143.04	2113.11	1871.68	1560.19	2615.66	2126.16	1351.93
179250	1717.9	3010.92	2668.93	1408.87	1565.11	2462.17	1605.55	1540.35	1327.51	1585.63	1947.92	1025.63	1382.11	2285.49	2131.93	1792.74	1609.29	2635.16	2188.3	1361.92
179350	1783.49	3109.48	2807.94	1389.21	1549.11	2413.5	1633.53	1627	1326.11	1529.67	2008.11	1032.77	1433.16	2322.15	2227.09	1803.33	1664.53	2795.78	2292.84	1398.29
179450	1771.24	3114.69	2888.58	1438.96	1520.37	2370.26	1616.84	1646.32	1377.13	1632.37	2043.93	1057.71	1432.79	2373.53	2274.73	1798.11	1684.99	2748.09	2419.63	1410.35
179550	1602.05	3007.97	2800.78	1377.99	1465.69	2285.87	1531.76	1603.23	1344.36	1573.54	1970.22	1105.08	1395.6	2288.59	2255.37	1769.19	1617.67	2652.76	2360.17	1287.85
179650	1580.12	3169.11	2866.13	1358.57	1505.26	2367.27	1554.61	1661.46	1376.12	1520.41	2045.8	1123.39	1474.16	2343.8	2244.43	1745.36	1579.5	2711.32	2430.97	1338.29
179750	1651.59	3143.05	2894.97	1375.48	1483.81	2397.91	1593.46	1671.48	1351.06	1555.19	2004.25	1130.03	1445.58	2343.31	2209.69	1748.05	1565.25	2687.89	2460.16	1414.62
179850	1693.31	3239.65	2981.29	1365.66	1483.95	2569.48	1590.36	1729.7	1395.88	1600.22	2144.27	1246.76	1418.79	2457.81	2400.57	1801.01	1614.1	2778.76	2561.15	1444.45
179950	1639.52	3140.81	2848.22	1399.1	1460.28	2426.69	1591.11	1767.91	1371.09	1618.91	2049.19	1245.69	1484.27	2442.64	2437.88	1714.79	1561.24	2884.53	2522.54	1365.64
180050	1645.05	3187.82	2828.35	1421.25	1480.82	2450.56	1609.53	1810.32	1405.49	1587.51	2045.74	1258.54	1493.7	2418.56	2481.09	1712.98	1547.12	2968.19	2568.43	1280.97
180150	1676.42	3250.8	2907.8	1422.3	1465.16	2669.53	1583.71	2022.32	1343.19	1498.58	2273.02	1691.92	1465.9	2449.26	2723.06	1737.2	1575.05	3083.17	2723.39	1374.34
