Position	C10_Mut_Control_3	C11_WT_Cipro_3	C12_Mut_Cipro_3	C17_WT_Control_4	C18_Mut_Control_4	C19_WT_Cipro_4	C01_WT_Control_1	C20_Mut_Cipro_4	C21_WT_Control_5	C22_Mut_Control_5	C23_WT_Cipro_5	C24_Mut_Cipro_5	C02_Mut_Control_1	C03_WT_Cipro_1	C04_Mut_Cipro_1	C05_WT_Control_2	C06_Mut_Control_2	C07_WT_Cipro_2	C08_Mut_Cipro_2	C09_WT_Control_3
67850	17180.45	21868.75	22682.57	19655.26	19782.88	25453.23	17436.32	31488.55	15302.03	16527.16	18595.16	17253.84	16762.12	19078.39	24084.65	19343.15	19793.62	22802.98	22222.37	14526.34
67950	17841.59	22557.28	24329.63	20750.29	20987.98	26893.36	18895.39	33658.81	16129.48	17153.27	19444.98	18420.6	17442.11	20135.18	26352.75	20503.71	21024.69	24046.79	23488.16	14890.46
68050	17741.84	22536.83	24446.11	20569.58	20943.31	26873.9	19352.45	33509.34	16212.54	17275.38	19735.48	18317.24	17639.24	20053.75	26802.04	20678.06	21117.16	23866.76	23408.26	15000.89
68150	18376.24	23524.75	25127.68	21517.91	21875.72	27685.13	20306.52	34829.72	16720.4	17811.94	20265.64	18728.23	18307.99	20742.63	27618.34	21794.05	21898.43	24556.88	24092.53	15846.56
68250	19371.85	24251.41	26310.91	22378.53	22795.93	29200.73	20882.51	37063.64	17485.35	18568.31	21177.2	19720.16	19217.54	21603.91	28684.19	22925.52	22875.9	25914.55	24904.73	16391.28
68350	20962.64	25633.42	28337.13	23692.27	24015.72	31492.13	22356.98	40057.76	18950.72	20161.71	22775.44	21644.91	20850.36	22975.26	31269.28	24641.2	24493.66	27924.33	26962.57	17652.54
68450	20120.73	24675.58	27185.59	22584.09	23365.32	30346.8	21811.09	38112.99	18265.73	19205.69	21700.53	20694.51	19838.06	22172.91	29738.58	23831.2	23624.94	26526.39	25959.16	16977.46
68550	18881.58	23452.35	25471.17	21266.54	22245.66	28969.71	20363.69	35585.45	17202.34	18086.48	20652.81	19504.16	18857.53	21332.29	28153.84	22306.62	22111.18	25046.26	24493.08	15967.61
68650	18407.88	22977.91	24673.94	21013.14	21769.79	28518.4	19672.79	34718.77	16778.53	17654.89	20353.88	19192.84	18618.16	21084.31	27676.59	21905.86	21761.57	24489.42	23930.82	15592.08
68750	18451.73	22804.05	24667.95	20795.16	21383.36	27846.2	19486.02	34353.69	16420.96	17543.96	19862.87	18849.89	18338.01	20888.96	27513.42	21838.58	21846.72	24461.33	23953.56	15470.88
68850	19013.03	23557.12	25871.88	21371.81	21885.85	28425.42	20429.62	35196.06	16969.5	18339.56	20723.37	19394.6	19095.25	21354.27	28393.39	22454.01	22423.18	25484.01	24653.97	15788.69
68950	19417.62	23946.14	26471.56	21906.07	22360.46	29213.59	20818.7	35754.63	17596.38	18854.94	20976.61	19513.13	19519.5	21580.44	28745.76	22868.75	23108.78	25842.29	25094.48	16126.25
69050	19198.87	23775.52	26593.71	21784.61	22383.73	28808.2	20954.27	35769.6	17471.47	18929.25	20995.36	19713.18	19242.05	21473.37	28893.67	22615.96	23143.07	25780.05	25158.48	16432.15
69150	19525.75	24143.32	26744.31	22203.77	22914.83	29488.8	21345.14	36381.19	17422.26	19181.04	21193.55	19701.95	19326.27	21248.23	29349.5	22856.88	23238.15	25546.26	25452.11	16493.46
69250	19323.02	23656.73	26296.7	21743.39	22204.58	28844.05	20950.75	36162.54	17286.45	18872.24	20998.98	19607.13	18953.86	21260.06	28861.06	22505.36	23046.65	25528.97	25212.45	16001.63
69350	19336	23459.79	25724.53	21475.51	21899.45	28517.57	20633.18	35833.77	17102.2	18845.31	20783.99	19550.41	19080.47	21423.43	28574.94	22695.05	22809.06	25288.58	25043.33	16078.73
69450	19777.25	23593.42	25667.2	21836.04	21927.32	29328.13	20764.73	36579.34	16977.82	19006.05	20658.65	19742.22	19111.81	21190.41	28548.85	23181.92	22709.91	24843.07	25207.16	16475.34
69550	19542.79	23193.18	25678.98	21752.55	22087.02	28445.78	20651.6	36097.71	16710.47	18686.53	20423.25	19907.7	18533.65	20981.88	27829.17	22507.72	22513.23	25123.82	24889.33	16167.35
69650	19221.92	22962.59	25883.91	21564.9	22260.53	28162.62	20554.42	36160.65	16498.16	18558.66	20283.52	19862.51	18415.55	20749.69	27214.22	22320.54	22380.37	25762.61	24969.34	16187.52
69750	19403.84	23477.01	25760	22044.38	22554.84	28761.52	20735.29	36403.53	16625.06	18587.63	20489.2	19638.14	18687.18	20988.1	27309.4	22336.5	22201.15	25773.29	24705.4	16472.96
69850	18579.84	22637.15	24618.5	21145.23	21526.19	27489.19	19880.68	34532.51	16140.26	17963.98	19875.8	18576.02	18163.71	20177.86	26288.58	21181.51	21247.77	24580.97	23668.82	15741.3
69950	18023.3	22286.29	24628.03	20743.57	21407.95	27510.74	19646.94	34255.28	16081.02	17777.86	19588.24	18496.21	17829.03	20248.62	26203.46	21283.61	20956.09	24402.6	23789.7	15287.55
70050	17328.35	21850.96	24426.64	20186.78	20741.34	26585.25	19067.5	33227.26	15689.36	17284.33	19119.76	18200.38	17573.08	19418.69	25439.49	20992.21	20639.91	23843.23	23169.51	14589
70150	17927.49	21893.79	24905.35	20350.8	21019.72	26757.38	19498.36	33473.41	15865.66	17575.14	19262.41	18534.42	18463.63	19663.91	25977.94	21511.41	21193.25	23889.47	23483.44	15335
70250	19715.6	24033.32	26686.55	21958.93	22679.81	29337.04	21106.03	36223.9	17367.03	19276.4	20781	20110.1	20444.73	21935.11	28573.99	23367.24	23086.37	25839.23	25212.64	16899.13
70350	18122.2	21778.7	24381.11	20067.73	20615.66	26666.88	19405.62	32672.4	15714.08	17851.12	19027.11	18601.22	18782.32	19836.29	26523.33	21401.41	21580.16	23526.88	23194.55	15328.31
70450	18226.51	21889.99	23515.79	20439.93	20729.34	26957.89	19394.03	32469.81	15859.69	17696.45	18879.44	18176.91	18626.89	19989.62	26249.43	21379.84	21477.2	23323.78	22648.39	15594.52
70550	17976.72	22155.87	23497.03	20267.84	20634.94	26882.93	19188.8	32374.52	15988.83	17314.02	18918.23	18113.22	18369.05	19943.28	26113.33	21233.69	21358	23209.34	22323.83	15572.49
70650	18458.16	22243.55	24226.45	20919.96	21243.08	27008.43	19347.43	32551.6	16302.01	17669.9	19092.42	18114.02	18231.81	19943.58	26040.33	21760.42	21690.59	23671.13	22694.16	15748.26
70750	19208.31	22532.99	24802.12	21555.05	21716.49	27259.97	19966.33	33408.73	16723.86	18195.58	19511.11	18607.38	18267.56	20569.56	26456.25	22483.23	22215.51	24545.57	23593.54	15993.36
70850	19710.22	23183.17	25961.36	22084.67	22572.34	27858.49	20884.36	34752.19	17255.48	18760.9	19998.97	19118.12	18886.04	21112.48	27405.95	22790.48	22934.74	25385.94	24616.37	16225.24
70950	20254.4	24375.85	27594.97	23148.09	23415.48	29802.68	22048.72	35951.85	18065.37	19705.72	20891.91	20296.27	20172.36	22357.65	29022.7	23702.09	24208.93	26670.83	25865.43	16656.45
71050	20001.49	24120.33	27249.73	22622	23229.76	29345	21853.54	35363.62	17901.58	19459.81	20591.38	20043.54	20491.82	22301.45	28658.8	23426.54	23821.86	26387.62	25497.12	16511.36
71150	19732.23	23525.2	26879.17	22012.05	22500.24	28480.84	21410.29	34475.52	17588.04	18865.59	20304.06	19526.83	20310.72	21865.72	28048.39	22816.37	23562.91	25548.94	24982.1	16375.86
71250	18712.79	22457.33	24618.74	20847.92	21090.48	27094.1	20109.38	32297.75	16418.95	17693.4	18913.59	18011.62	19242.86	20821.41	26501.79	21203.25	22189.88	23861.35	23093.4	15378.83
71350	17619.61	21712.48	22874.24	19347.98	19922.61	25692.83	19179.2	30535.77	15762.85	16896.3	18227.67	17184.06	18141.42	20251.79	25127.22	20273.27	20666.05	22387.58	21959.66	14806.78
71450	17128.32	21100.86	21860.23	18560.26	19208.57	24576.59	18458.1	29203.18	15010.72	16262.99	17360.06	16484.11	17385.35	19341.04	23771.93	19480.08	19460.2	21179.73	21134.05	14681.25
71550	18052.53	21974.38	22543.8	19887.17	20030.69	25616.03	19521.3	30585.48	15787.77	16858.29	17939.34	16985.79	18194.48	19907.78	24498.3	20392.28	20034.95	22228.76	22024.48	15432.6
71650	19626.12	23472.68	25103.15	22072.79	22139.26	27487.51	20865.89	33721.85	17074.61	18222.69	19406.91	18163.49	19423.03	21218.39	26552.82	22371.1	22185.89	24348.45	23923.32	16355.67
71750	19998.2	23580.79	26169.25	22374.14	22778.78	27557.66	21041.17	34355.83	17155.66	18726.38	19756.97	18642.57	19715.77	21219.82	26987.7	22999.16	23230.92	25240.78	24696.44	16341.71
71850	20768.93	24802.67	26900.58	23548.79	23636.3	29438.39	22034.95	35564.21	17895.13	19365.6	20503.11	19208.28	21203.01	22190.24	27852.36	23747.04	23850.92	26333.92	25517.24	17002.34
71950	20206.97	24718.82	25604.12	22810.89	22947.11	28689.32	21160.8	34061.99	17504.34	18894.27	20093.24	18441.11	20675.48	21105.94	26696.5	23201.08	22782.25	25049	24850.59	17068.09
72050	19018.09	23275.81	24322.7	21229.1	21402.58	26682.91	20295.17	31744.65	16488.63	17885.24	18943.79	17653.88	19157.12	19749.58	25326.1	21800.38	21259.54	23888.74	23587.49	16133.97
72150	19978.14	24036.76	25161.79	22308.99	22601.77	28006.35	21304.29	33308.23	17351.83	18745.55	19587.03	18441.86	20031.01	20813.37	27038.15	22743.58	22617.45	24411.55	24071.8	16729.35
72250	18863.78	22377.52	24470.26	21311.9	21569.84	26306.86	20152.2	31430.04	16413.41	17832.53	18695.77	17655.45	18926.62	19872.98	25748.86	21934.9	21909.59	23220.03	22794.9	15967.95
72350	18770.76	21940.65	24289.88	21530.53	21656.56	26384.4	19942.06	31631.2	16409.65	18044.97	18571.54	17638.84	18543.47	19436.45	25331.87	22112.93	21701	22953.2	22412.11	15796.46
72450	18327.81	21360.16	23938.9	20740.28	21135.53	25857.72	19473.55	31043.12	16216.2	17807.95	17818.96	17513.78	17730.17	19091.76	24972.35	21517.17	21368.44	22919.47	22069.36	15343.34
72550	18385.93	21586.63	24555.01	20839.36	21387.37	25444.08	19587.24	31188.5	16375.69	17909.81	17833.13	17757.6	17615.11	19495.86	24866.43	21824.46	21868.58	23452.88	22018.55	15337.43
72650	19746.84	23279.8	25978.34	22526.54	22942.98	27446.04	21222	33230.04	17706.54	19117.16	18915.64	18880.57	19149.36	20848.97	26300.43	23711.56	23386.68	25408.1	23459.2	16303.61
72750	20068.99	23404.68	26392.54	22857.34	23316.05	27693.07	21689.41	33793.38	18039.06	19120.86	19111.44	19204.55	19195.69	20853.53	26493.61	23955.96	23683.57	25907.23	23882.52	16813.42
72850	19736.99	22953.76	26027.85	22481.32	22842.09	27025.57	21188.54	32698.42	17731.4	18770.49	18715.46	18853.78	18745.76	20343.04	25771.76	23669.79	23751.35	25419.02	23301.21	16597.3
72950	19482.3	22860.71	25941.49	22417.41	22678.8	26947.63	20756.5	32571.84	17389.52	18911.69	18584.1	18771.63	19054.55	20075.2	25560.9	23443.02	23644.1	25092.33	23082.16	16629.5
73050	18901.26	21948.06	25403.62	21776.62	22102.63	25984.42	20183.09	31382.91	16879.32	18173.7	18109.31	18058.55	18331.2	19371.74	24769.78	22536.02	22725.3	24302.69	22503.53	16198.56
73150	18096.19	21249.13	24259.4	20910.86	21422.63	25478.89	19523.04	30025.25	16405.56	17861.72	17576.09	17653.88	17930.42	19243.36	24182.2	21772.63	22060.69	23669.73	22048.54	15565.14
73250	17630.9	20708.53	23632.8	20137.09	20842.84	24788.83	19109.46	29131.22	15869.25	17506.62	17143.07	17235.07	17576.4	19179.69	23763.21	21370.82	21412.45	23118.97	21472.94	15191.14
73350	17465.39	20626.14	23781.08	20346.62	21211.24	24865.22	19185.73	29093.14	16048.76	17463.99	17210	17005.84	17504.97	19350.87	24047.7	21204.24	21286.01	22852.35	21390.33	14898.64
73450	17113.87	20622.95	23975.48	20117.64	21220.74	24699.7	18941.46	28701.93	16228	17420.46	17367.26	17165.57	17685.54	19469.94	24040.91	20917	21303.34	23084.44	21466.74	14601.44
73550	16864.66	20095.83	23196.6	19714.27	20650.61	23867.66	18617.94	27836.05	15759.78	16790.23	16828.04	16775.35	17438.62	18958.74	23443.82	20405.13	20431.48	22690.73	20916.42	14354.88
73650	17181.53	20553.5	23342.5	20249.68	21239.34	24603.11	18994	28534.1	16261.63	17185.82	17479.21	16848.44	17851.99	19506.01	23694.23	20675.36	20440.59	22770.28	20978.59	14659.26
73750	16904.57	20148.8	22958.87	19877.13	20678.03	24112.35	18822.73	28085.26	15997.3	16992.25	16764.03	16606.38	17513.88	19045.81	23285.45	20525.16	20475.18	22340.1	20910.78	14503.39
73850	17989.4	20855.39	23937.27	20935.69	21395.12	24862.14	19917.71	29372.12	16436.88	17659.92	17304.47	17097.66	18410.32	19452.72	24153.8	21696.4	21594	23119.39	22178.07	15013.36
73950	18031.76	20696.88	23824.52	20536.95	20924.93	24386.74	19547.73	28943.49	16230.07	17545.96	17136.23	16832.76	18345.65	18782.74	23408.62	21287.98	21352.11	22854.87	21741.24	14829.19
74050	18188.25	21323.48	23680.12	20573.55	21332.48	25253.54	19599.1	29498.84	16558.01	17845.97	17209.5	16388.78	18673.57	19423.52	23956.05	21368.32	21597.57	22800.89	21730.72	15432.51
74150	17529.53	20635.8	22896.52	19791.8	20366.15	23908.19	19088.69	28306.36	16015.73	17261.4	16800.41	15627.85	17740.12	18369.67	22953.62	20584.02	20807.96	21887.91	20658.85	14786.18
74250	17655.72	20253.78	23055.62	19768.87	20397.43	23686.48	18895.95	28206.64	15781.31	17073.76	16481.87	15372.87	17252.38	17871.44	22299.76	20369.45	20776.61	22026.92	20351.49	14474.85
74350	18698.58	21169.61	24194.08	20984.8	21463.78	24904.14	19815.04	29460.22	16550.1	18136.85	17146.84	16050.5	17808.96	18531.26	23307.6	21454.01	21826.31	22950.61	21214.51	15240.18
74450	19136.4	21554.96	24927.88	21400.38	22000.17	25324.48	20333.22	29808.15	17179.39	18666.64	17505.56	16326.38	18190.39	18959.98	23921.59	21979.18	22301.68	23471.7	21739.87	15481.82
74550	19737.49	22737.8	25607.21	22352.96	23199.94	26443.18	21152.61	30926.2	17705.17	19339.33	18257.48	17057.56	19296.53	20131.69	24903.54	22966.84	23091.84	24161.11	22374.44	16283.74
74650	19237.24	22566.96	25046.81	21847.42	22977.13	26244.73	20828.73	30275	17408.66	18918.39	17958	16923.1	18919.81	20137.66	24864.57	22410.96	22674.75	23631.82	22067.47	16245.23
74750	19946.31	23150.62	25533.51	22463.26	23897.08	26981.06	21751.03	31295.22	18095.62	19416.72	18582.24	17680.09	19737.93	20910.09	25879.96	23047.47	23218.27	24443.31	22925.55	16662.93
74850	19989.92	22860.08	25530.59	22280.18	23281.04	26417.96	21652.67	30810.46	17729.44	19396.84	18303.69	17390.85	19376.81	20608.66	25546.23	22974.8	23501.51	24584.01	22719.08	16549.42
74950	19802.86	22739.03	24977.74	22137.22	22985.21	26297.22	21640.57	30825.96	17692.46	19190.04	18154.98	16979.42	18946.91	20346.95	25308.31	23050.08	23339.03	24406.54	22805.93	16424.98
75050	20609.29	23828.96	25628.47	23144.46	23592.34	27251.57	22109.91	31964.6	18282.03	19741.71	19070.69	17548.38	20028.67	21699.41	26430.23	24279.76	24104.71	25166.48	23691.53	17462.24
75150	19892.24	23324.07	24692.66	22353.35	22465.2	26408.56	21296.62	31021.04	17667.26	19186.77	18525.98	16810.2	19471.5	20915.88	25396.23	23387.53	23221.08	24444.63	22851	16982.8
75250	19228.32	22298.6	23687.71	21419.45	21758.58	25318.6	20555.41	29870.34	16975.32	18708.86	17473.92	15921.06	18847.93	19609.09	24009.95	22260.86	22201.07	23292.4	21939.72	16178.4
75350	20009.29	23008.66	24394.51	21979.54	22633.57	25859.38	21072.55	30619.11	17247.84	19109.57	17789.73	16626.99	19443.08	20047.84	24428.9	22574.11	22878.31	23987.4	22608.5	16781.75
75450	21670.46	25068.8	26308.48	23980.83	24754.69	28148.45	22918.41	33214.23	18681.34	20828.71	19315.65	17605.11	21023.15	21638.32	26588.96	24448.25	24884.7	25627.55	24550.08	18089.56
75550	20764.29	23642.99	25665.83	23014.6	23435.35	26480.28	21959.23	31921.72	17972.78	19991.2	18528.95	17315.71	20005.2	20785.7	25894.12	23472.73	23867.19	24699.51	23551.19	17189.43
75650	20649.93	23489.71	25274.4	22863.31	23410.87	26482.71	21807.42	31626.38	18121.88	19815.27	18535.66	16934.76	19767.37	20793.65	25580.05	23652.68	23781.71	24488.81	23142.77	17209.9
75750	20666.29	23607.92	24986.04	23063.07	23207.99	26471.88	21660.48	31466.97	18138.89	19843.76	18742.15	17364.07	19441.06	20580.53	25705.44	23941.65	23694.42	24692.69	23099.61	17009.81
75850	20282.37	22928.63	24629.57	22708.09	23079.37	26116.61	21219.3	30709.56	17796.04	19287.2	17978.62	17280.01	19227.61	20143.35	25330.74	23501.67	23178.46	24243.98	22721.9	16828.59
75950	19762.27	22451.03	24710.95	22436.23	22858.73	25828.04	21006.53	30346.12	17829.24	19065.88	18020.9	17050.05	18857.74	20023.79	25016.02	22803.02	22997.55	24116.52	22765.99	16167.21
76050	19683.61	22194.02	23932.45	22043.5	22574.08	25467.83	20558.3	30019.59	17238.25	18789.62	17716.64	16496.36	18608.58	19548.46	24652.26	22539.87	22534.26	23548.24	22402.55	15928.53
76150	19224.84	21855.16	23416.84	21675.46	21799.53	25186.28	20209.72	29586.36	16887.59	18493.82	17300.37	16185.32	18132.71	19460.92	24302.89	22365.27	22084.99	22751.45	22086.56	15964
76250	18177.11	20779.25	22027.74	20225.59	20455.13	24088.23	19427.75	28047.59	16010.24	17655.54	16717.39	15294.29	17261.1	18376.15	23022.62	20788.17	20901.9	21329.47	20677.1	15151.56
76350	18677.92	21763	22321.03	20700.23	20872.55	24543.56	19760.88	28476.7	16442.5	17916.63	17177.37	15418.27	17913.65	18957.5	23357.4	21047.27	21231.72	21630.32	20857.31	15470.49
76450	19209.73	22303.6	23632.65	21724.68	22055.8	25473.98	20689.98	29869.71	17111.17	18553.98	17709.13	16463.04	18783.92	19580.29	23878.05	22030.18	22251.63	23086.5	21757.73	16110.02
76550	18655.65	21378.24	23422.81	21017.4	21154.98	24209.43	20248.29	28751.09	16466.63	17910.41	17190.2	16304.26	17883.71	18848.73	23512.57	21618.92	21885.24	22752.25	21718.54	15542.68
76650	18762.91	21989.71	23076.36	21065.81	21590.03	24631.15	20164.68	28802.65	16646.33	17974.01	17134.64	16148.23	18322.42	19072.01	23537.26	21814.83	21869.45	22699.08	21744.62	15780.23
76750	18388.38	21730.26	22058.47	20090.06	20611.04	23590.42	19576.33	27632.54	16218.6	17570.01	17047.85	15775.46	18051.62	18700.58	22860.17	20930.14	20848.52	22078.33	21059.08	15518.31
76850	18897.69	21952.64	22658.59	20638.46	21184.48	24480.14	19838.5	28625.6	16460.46	18068.07	17436.72	16010.19	18214.87	19203.9	23371.01	21449.82	21272.23	22159.52	21676.83	15617.21
76950	18700.55	22103.08	23180.38	20483.84	21443.48	24684.08	20167.36	28866.16	16626.23	18172.69	17641.93	16456.69	18298.31	19165.73	23768.83	21406.84	21466.85	22378.1	21907.51	15583.77
77050	19430.51	22636.99	24049.01	21144.98	22246.28	25517.34	20962.07	29582.12	17196.07	18712.56	18017.35	16819.36	18964.73	19826.48	24412.38	22037.93	22436.8	23305.18	22591.97	16313.66
77150	20326.73	23144.09	24356.29	22393.71	23193.61	27156.45	21278.14	30635.28	17699.14	19222.95	18385.27	17576.5	19210.36	20598.52	25287.26	22908.32	23698.45	24171.77	23345.99	16995.91
77250	20657.88	23259.21	25045.25	22790.42	23418.27	27291.11	21293.92	31092.19	17819.12	19773.14	19062.3	18572.44	19453.37	20813.13	25929.49	23430.71	24532.93	25278.19	23649.12	16956.68
77350	20136.12	22128.52	23947.65	22461.65	23131.53	26041.51	20397.22	30362.17	17342.84	19213.91	18418.01	17938.18	18433.05	19489.13	24959.91	22832.56	24149.79	24053.76	22871.22	16609.98
77450	19750.11	22297.46	24340.6	22441.6	23126.89	25858.3	20639.03	30544.17	17547.33	19587.92	18267.21	17498.19	18725.51	19630.43	24956.31	22661.6	23767.26	23929.93	22849.85	16883.92
77550	19463.78	22586.42	23759.34	21845.32	22590.4	25892.93	20616.35	30005.48	17317.69	19137.91	18048.91	17160.47	18856.31	19942.24	24307.8	22141.47	22778.99	23687.93	22223.24	16486.35
77650	17872.48	20959.4	21967.42	20376.58	20795.23	23797.78	19562.88	28380.4	15952.1	17322.38	16394.01	15361.75	17432.3	18644.74	22179.62	20693.57	20935.25	21849.78	20453.04	15124.47
77750	17599.29	20499.65	21663.49	19850.46	20525.64	23272.86	19416.95	27987.89	15615.35	16970.37	16036.11	14860.16	17013.46	18143.31	21956.7	20137.97	20503.19	21422.97	20327.98	15050.73
77850	17860.9	21144.31	22026.02	19858.81	20530.11	23638.04	19612.63	28517.06	16082.06	17166.24	16739.8	15294.01	17460.19	18625.63	22738.57	20541.69	20737.44	22019.87	20781.53	15311.74
77950	17269	20400.28	21091.1	19377.84	19635.25	22760.14	18951.17	27517.64	15542.01	16644.69	16415.98	14811.91	17348.37	18092.13	22217.46	20105.31	19827.23	20869.98	20192.73	14736.11
78050	17477.06	20637.7	21534.87	19787.9	19891.9	23470.89	19095.19	27955.13	15920.68	17089.97	16486.38	15068.37	18353.51	18541.62	22806.36	20611.92	20469.03	21086.74	20418.42	15041.7
78150	17958.08	20806.17	22295.1	20454.1	20494.47	24104.92	19559.01	29080.88	16387.51	17498.1	17035.85	15501.86	19192.18	19033.63	23601.64	21622.64	21466.29	21729.44	21012.51	15470.45
78250	19129.87	22013.98	23623.19	21766.72	21977.68	25675.8	20961.59	30830.2	17138.22	18335.34	18169.72	16653.83	19920.21	19930.48	25154.08	22769.05	22729.56	23071	22598.13	16109.02
78350	19585.87	22720.62	24800.55	22642.13	23019.02	26851.62	21719.56	32055.32	17889.09	19240.52	18599.38	17698.58	20558.57	20589.9	25994.12	23344.23	23447.02	24278.51	23452.53	16715.4
78450	19338.04	22623.31	24834.9	22747.8	23064.64	27247.26	21259.16	32289.05	17973.47	19190.68	18514.01	17634.1	19942.38	20669.43	25630.43	23359.6	23061.41	24423.01	23589.18	16658.43
78550	21012.88	24556.97	26600.67	24525.02	24670.53	29084.49	22230.11	33848.55	19043.98	20297.41	19781.46	18647.46	21037.34	21841.28	27124.67	24451.65	24702.83	26176.37	24415.69	17386.28
78650	21265.08	24595.2	26653.11	24662.51	24777.06	28554.6	22338.65	33711.13	19108.1	20725.65	20009.2	18840.56	20829.9	21678.49	26994.07	24768.37	25144.21	26354.66	24579.63	17352.91
78750	21240.55	23934.09	26489.81	24674.77	24602.24	28462.09	22406.67	33675.35	18913.4	20631.05	19775.78	18724.52	20275.75	21280.53	26261.37	24592.49	25084.94	25848.84	24356.1	17145.26
78850	20819.2	23984.36	26200.6	24656.34	24402.07	28500.55	22195.85	33491.67	18797.95	20551.99	19624.23	18676.17	20300.44	21336.37	26508.31	24435.7	24800.57	25556.97	24277.39	17248.85
78950	19495.63	22634.91	24457.4	22838.78	22786.05	27029.37	20671.19	31210.86	17637.97	19145	18503.77	17568.52	19283.67	20275.9	25129.23	23121.1	23013.99	23965.43	22798.29	16517.68
79050	18633.36	21479.3	23071.26	21464.42	21481	25817.59	19589.91	30181.85	16602.4	18034.32	17416.37	16298.85	18333.22	19382.94	23840.78	21933.04	21822.17	22396.28	21468.58	15624.03
79150	18604.03	20873.43	22964.67	21067.27	21177.3	25160.05	19188.39	29655.09	16355.65	17749.81	16947.78	16280.1	17826.35	18952.85	23772.4	21723.69	21914.56	22656	21280.09	15283.42
79250	19507.54	21906.74	24032.42	21761.35	22176.61	26281.5	20302.17	31028.64	17105.44	18737.91	17684.91	17102.39	18682.01	19636.91	24838.92	22838.52	22619.41	23644.18	22285.71	16080.21
79350	19688.62	22758.75	24448.56	22201.28	22520.41	27107.7	20622.48	31794.42	17627.9	18952.48	18294.65	17285.18	19243.38	20578.5	25269.56	23303.53	23153.83	24264.5	22673.7	16501.47
79450	19069.21	22095.12	23636.38	21294.14	21280.95	25872.01	19884.31	30320.7	17059.57	18118.24	17744.88	16839.98	18663.87	20074.15	24391.08	22125.41	22298.02	23507.73	21905.98	15739.58
79550	18827.88	22084.6	23637.64	21321.75	21609.01	26068.49	20293.71	30145.89	17006.01	18022.95	17963.21	17073.82	18770.27	19776.97	24673.49	22264.75	22684.92	23656.37	21888.69	16030.35
79650	19119.26	22440.18	24014.07	21381.01	21634.51	25902.09	20778.53	30340.84	17352.01	18475.91	18305.82	17202.71	19324.44	19903.26	25337.59	22480.29	22842.6	24099.7	22126.08	16116.5
79750	20109.17	23189.52	24742.01	22311.04	22410.48	26676.68	21563.66	31682.25	18148.86	19121.47	18606.12	17538.35	19979.56	20701.15	25918.62	23116.68	23484.57	24725.75	23059.77	16843.45
79850	20479.31	23572.19	25079.42	22817.83	23161.17	27287.47	21735.51	32150.41	18301.32	19538.47	18977.77	17728.73	20084.04	21232.79	26250.66	23696.71	24139.86	25065.15	23347.38	17136.06
79950	21007.15	24049.46	25473.9	23483.31	23972.11	27899.98	22443.14	33132.11	18715.03	20051.13	19262.73	17846.47	20921.73	22041.79	26606.89	24183.75	24259.69	25544.51	23988.73	17555.54
80050	20264.03	23039.49	25084.77	22611.12	23281.54	26637.41	21713.74	32118.4	18160.35	19215.7	18752.79	17346.37	20127.37	20846.64	25926.38	23141.55	23216.73	24851.69	23286.58	16795.69
80150	20055.07	23026.43	25112.79	22145.31	22991.02	26205.07	21334.08	31452.49	17822.13	18857.25	18348.54	17211.02	19423.79	20385.42	25545.53	22766.8	22822.77	24502.45	22848.73	16295.97
80250	18904.77	21927.33	23683.84	21451.76	21897.57	25263.99	20271.89	29737.89	16936.65	17955.17	17437.19	16487.24	18680.39	19823.52	24368.03	21568.56	21530.91	23215.9	21950.01	15566.73
80350	18022.56	20893.85	21702.47	20405.72	20639.98	24268	19593.55	27803.93	16215.01	17087.07	16756.89	15686.39	17871.48	18792.94	23468.28	20528.04	20523.3	21607.63	20656.15	14986.49
80450	17689.51	20794.44	20562	19651.65	20141.8	23698.21	18879.52	27087.9	15593.21	16725.77	16422.82	15092.32	17436.19	18333.57	22662.01	20264.7	20093.23	20690.5	20046.17	15012.47
80550	17289.27	20470.63	19508.48	18804.12	19472.91	22626.08	17831.65	25531.26	14702.1	16092.5	15549.11	14276.01	17361.13	17707.2	20747.56	19220.61	19109.81	19419.35	18981.01	14605.96
80650	17852.51	20725.95	20239.42	19776.34	20037.44	24144.83	18262.38	26988.25	15465.34	16785.58	16087.41	14416.78	18158.14	18317.39	21487.18	20284.27	20114.46	19950.52	19756.27	15120.14
80750	18243.77	21277.42	21706.95	20564.4	21121.6	25049.21	19273.71	28635.77	16397.92	17693.03	16658.81	15039.52	18413.65	18698.12	22902.69	21184.05	21398.79	21531.28	20936.55	15418.56
80850	18666.26	21272.38	22876.3	21171.67	21855.61	25112.09	19765.3	28943.19	16603.89	18101.26	16925.93	15572.19	18688.17	18629.45	22992.23	21516.55	21661.24	22223.71	21476.98	15576.46
80950	18544.9	20850.44	22751.24	20804.88	21641.28	24839.6	19278.19	28398.13	16355.59	18017.57	16910.77	15670.66	18240.64	18096.51	22421.7	21160.02	21745.27	21876.58	21127.02	15416.01
81050	19423.46	21614.16	23128.76	21089.04	22516.26	26130	20171.81	29704.54	16778.76	18724.55	17472.29	16545.86	19273	18887.24	23707.6	22084.32	22573.17	22567	21677.63	16287.61
81150	19609.62	21908.95	23021.32	21332.45	22325.77	26164.65	20291.3	29942.43	16690.12	18685.42	17226.68	16458.32	19297.35	19401.81	23825.94	22208.86	22239.36	22849.3	21306.15	16367.11
